source,original_skill,canonical_skill,similarity_score,mapping_method,status
Jobs,terraform/cloudformation knowledge,terraform,0.7321,semantic,review
Jobs,terraform/cloudformation/ansible,terraform,0.7368,semantic,review
Jobs,test automation,test automation,1.0,exact,accepted
Jobs,test automation strategy,test automation,0.9155,semantic,accepted
Jobs,"test automation: selenium, appium, cucumber, junit, testng","basic automation: selenium, appium, cucumber",0.8078,semantic,review
Jobs,"test automation: selenium, appium, cucumber, testng","basic automation: selenium, appium, cucumber",0.8469,semantic,review
Jobs,test case writing,test case writing,1.0,exact,accepted
Jobs,test coverage analysis,test coverage analysis,1.0,exact,accepted
Jobs,test data management,test data management,1.0,exact,accepted
Jobs,test documentation,test documentation,1.0,exact,accepted
Jobs,test documentation & reporting,test documentation & reporting,1.0,exact,accepted
Jobs,test execution,test execution,1.0,exact,accepted
Jobs,test planning,test planning,1.0,exact,accepted
Jobs,testing,testing,1.0,exact,accepted
Jobs,testing and debugging,testing/debugging,0.9841,semantic,accepted
Jobs,testing automation,test automation,0.9753,semantic,accepted
Jobs,testing frameworks,testing frameworks,1.0,exact,accepted
Jobs,"testing frameworks (jest, cypress, mocha)","testing frameworks: jest, mocha, cypress",0.992,semantic,accepted
Jobs,"testing frameworks (jest, mocha, cypress)","testing frameworks: jest, mocha, cypress",0.9932,semantic,accepted
Jobs,"testing frameworks: jest, mocha, cypress","testing frameworks: jest, mocha, cypress",1.0,exact,accepted
Jobs,testing with jest,testing with jest,1.0,exact,accepted
Jobs,testing with jest/enzyme,testing with jest,0.9022,semantic,accepted
Jobs,testing with nunit,testing with nunit,1.0,exact,accepted
Jobs,testing with xunit,testing with xunit,1.0,exact,accepted
Jobs,testing/debugging,testing/debugging,1.0,exact,accepted
Jobs,testng,testng,1.0,exact,accepted
Jobs,testng basics,testng,0.8846,semantic,accepted
Jobs,testrail,testrail,1.0,exact,accepted
Jobs,text analysis,text analysis,1.0,exact,accepted
Jobs,texturing,texturing,1.0,exact,accepted
Jobs,tfs (team foundation server),tfs (team foundation server),1.0,exact,accepted
Course,theoretical computer science,theoretical computer science,1.0,exact,accepted
Jobs,threat analysis,threat analysis,1.0,exact,accepted
Jobs,threat detection,threat detection,1.0,exact,accepted
Jobs,threat hunting,threat hunting,1.0,exact,accepted
Jobs,threat intelligence,threat intelligence,1.0,exact,accepted
Jobs,time management,time management,1.0,exact,accepted
Jobs,time-series analysis,time-series analysis,1.0,exact,accepted
Jobs,time-series forecasting,forecasting,0.8581,semantic,accepted
Jobs,time-series modeling,time-series modeling,1.0,exact,accepted
Jobs,tone and style adaptation,tone and style adaptation,1.0,exact,accepted
Jobs,toolpath optimization,toolpath optimization,1.0,exact,accepted
Jobs,"tools: confluence, figma","tools: jira, confluence",0.835,semantic,review
Jobs,"tools: figma, jira, confluence","tools: jira, confluence",0.9096,semantic,accepted
Jobs,"tools: figma, mixpanel, tableau, ga","tools: jira, confluence",0.919,semantic,accepted
Jobs,"tools: jira, confluence","tools: jira, confluence",1.0,exact,accepted
Jobs,"tools: jira, confluence, figma basics","tools: jira, confluence",0.8991,semantic,accepted
Jobs,"tools: jira, confluence, figma, mixpanel, tableau","tools: jira, confluence",0.8357,semantic,review
Jobs,"tools: jira, confluence, mixpanel, ga, tableau","tools: jira, confluence",0.8521,semantic,accepted
Jobs,"tools: jira, confluence, tableau, figma","tools: jira, confluence",0.8858,semantic,accepted
Jobs,"tools: jira, confluence, tableau, mixpanel","tools: jira, confluence",0.8471,semantic,review
Jobs,"tools: jira, figma","tools: jira, figma",1.0,exact,accepted
Jobs,"tools: jira, figma, mixpanel, tableau","tools: jira, confluence",0.919,semantic,accepted
Jobs,traffic management,traffic management,1.0,exact,accepted
Jobs,training,training,1.0,exact,accepted
Course,training,training,1.0,exact,accepted
Course,transportation operations management,transportation operations management,1.0,exact,accepted
Jobs,trello,trello,1.0,exact,accepted
Jobs,troubleshooting,troubleshooting,1.0,exact,accepted
Jobs,truffle,truffle,1.0,exact,accepted
Jobs,truffle advanced,truffle advanced,1.0,exact,accepted
Jobs,truffle basics,truffle basics,1.0,exact,accepted
Jobs,trust management,trust management,1.0,exact,accepted
Jobs,typescript,typescript,1.0,exact,accepted
Jobs,typography,typography,1.0,exact,accepted
Jobs,udeploy (urbancode deploy),udeploy (urbancode deploy),1.0,exact,accepted
Jobs,ui basics,ui/ux,0.7026,semantic,review
Jobs,ui design,ui/ux,0.8863,semantic,accepted
Jobs,ui design principles,ui/ux principles,0.8579,semantic,accepted
Jobs,ui/ux,ui/ux,1.0,exact,accepted
Jobs,ui/ux advanced,ui/ux,0.805,semantic,review
Jobs,ui/ux basics,ui/ux,0.8533,semantic,accepted
Jobs,ui/ux collaboration,ui/ux collaboration,1.0,exact,accepted
OBE,ui/ux design,ui/ux,0.8423,semantic,review
Jobs,ui/ux design,ui/ux,0.8423,semantic,review
Jobs,ui/ux design advanced,ui/ux,0.7377,semantic,review
Jobs,ui/ux design basics,ui/ux,0.7566,semantic,review
Jobs,ui/ux design expert,ui/ux expert,0.8946,semantic,accepted
Jobs,ui/ux expert,ui/ux expert,1.0,exact,accepted
Jobs,ui/ux fundamentals,ui/ux,0.7879,semantic,review
Jobs,ui/ux guidelines,ui/ux guidelines,1.0,exact,accepted
Jobs,ui/ux principles,ui/ux principles,1.0,exact,accepted
Jobs,uikit,uikit,1.0,exact,accepted
Jobs,uml,uml,1.0,exact,accepted
OBE,uml (unified modeling language),uml (unified modeling language),1.0,exact,accepted
Jobs,understanding of agile and scrum methodologies,understanding of agile and scrum methodologies,1.0,exact,accepted
Jobs,"understanding of agile, scrum, waterfall",basic knowledge of waterfall and agile,0.8528,semantic,accepted
Jobs,unit & e2e testing,unit & e2e testing,1.0,exact,accepted
Jobs,unit testing,unit testing,1.0,exact,accepted
Jobs,unit testing basics,unit testing,0.9107,semantic,accepted
Jobs,unit/integration/e2e testing,unit & e2e testing,0.9029,semantic,accepted
Jobs,unittest basics,unit testing,0.8748,semantic,accepted
Jobs,unity,unity,1.0,exact,accepted
Jobs,unity advanced,unity advanced,1.0,exact,accepted
Jobs,unity basics,unity basics,1.0,exact,accepted
Jobs,unity expert,unity expert,1.0,exact,accepted
Jobs,"unity, unreal engine advanced","unity, unreal engine expert",0.9125,semantic,accepted
Jobs,"unity, unreal engine expert","unity, unreal engine expert",1.0,exact,accepted
Jobs,unity3d engine,unity3d engine,1.0,exact,accepted
Jobs,unix administration,unix administration,1.0,exact,accepted
Jobs,unreal engine,unreal engine,1.0,exact,accepted
Jobs,unreal engine advanced,unreal engine,0.9127,semantic,accepted
Jobs,unreal engine basics,unreal engine,0.851,semantic,accepted
Jobs,unreal engine expert,unreal engine,0.8772,semantic,accepted
Jobs,usability basics,usability testing,0.7955,manual,accepted
OBE,usability testing,usability testing,1.0,exact,accepted
Jobs,usability testing,usability testing,1.0,exact,accepted
OBE,use case diagram,use case diagram,1.0,exact,accepted
Jobs,"use of jira, ms project, primavera","use of jira, ms project, primavera",1.0,exact,accepted
Jobs,"use of ms project, primavera, jira","use of jira, ms project, primavera",0.9757,semantic,accepted
Jobs,"use of ms project, primavera, jira, trello","use of jira, ms project, primavera",0.8713,semantic,accepted
Jobs,"use of pm tools (ms project, jira, trello, asana)","use of pm tools (ms project, jira, trello, asana)",1.0,exact,accepted
Jobs,"use of project management software (ms project, jira, trello, asana)","use of project management tools (ms project, jira, trello)",0.9328,semantic,accepted
Jobs,"use of project management tools (ms project, jira, trello)","use of project management tools (ms project, jira, trello)",1.0,exact,accepted
Jobs,"use of project management tools (ms project, jira, trello, asana)","use of project management tools (ms project, jira, trello)",0.966,semantic,accepted
Jobs,"use of project management tools (ms project, primavera, jira, trello, asana)","use of project management tools (ms project, jira, trello)",0.9335,semantic,accepted
Jobs,user experience design,user experience design,1.0,exact,accepted
Jobs,user experience design principles,user experience design,0.8883,semantic,accepted
Jobs,user experience research,user experience research,1.0,exact,accepted
Jobs,user flows,user flows,1.0,exact,accepted
Jobs,user management,user management,1.0,exact,accepted
Jobs,user research,user research,1.0,exact,accepted
Course,user research,user research,1.0,exact,accepted
Jobs,user research and ux integration,ux research integration,0.8565,semantic,accepted
Jobs,user research basics,user research,0.8869,semantic,accepted
Jobs,user research fundamentals,user research,0.8506,semantic,accepted
Jobs,user research integration,ux research integration,0.7821,semantic,review
Jobs,user testing,user testing,1.0,exact,accepted
Jobs,ux and ui design integration,ux design integration,0.8553,semantic,accepted
Jobs,ux awareness,ux awareness,1.0,exact,accepted
Course,ux design,ux design,1.0,exact,accepted
Jobs,ux design integration,ux design integration,1.0,exact,accepted
Jobs,ux documentation,documentation,0.9209,semantic,accepted
Jobs,ux integration,ux integration,1.0,exact,accepted
Jobs,ux principles awareness,ux principles awareness,1.0,exact,accepted
Jobs,ux research,ux research,1.0,exact,accepted
Jobs,ux research and integration,ux research integration,0.9389,semantic,accepted
Jobs,ux research integration,ux research integration,1.0,exact,accepted
Jobs,ux/ui awareness,ux/ui awareness,1.0,exact,accepted
Jobs,ux/ui design,ui/ux,0.8282,semantic,review
Jobs,ux/ui integration,ux/ui integration,1.0,exact,accepted
Jobs,validation,validation,1.0,exact,accepted
Jobs,vb.net,vb.net,1.0,exact,accepted
Jobs,vb.net basics,vb.net,0.8898,semantic,accepted
Jobs,version control,version control,1.0,exact,accepted
Jobs,version control (git),version control (git),1.0,exact,accepted
Jobs,version control (git/svn),version control (git),0.9,semantic,accepted
Jobs,video production,video production,1.0,exact,accepted
Jobs,video production basics,video production,0.8707,semantic,accepted
Jobs,virtual networks,virtual networks,1.0,exact,accepted
Course,virtual reality,virtual reality,1.0,exact,accepted
Jobs,virtualbox,virtualbox,1.0,exact,accepted
Jobs,virtualization,virtualization,1.0,exact,accepted
Jobs,visual communication,visual communication,1.0,exact,accepted
Jobs,visual design,visual design,1.0,exact,accepted
Jobs,visual effects,visual effects,1.0,exact,accepted
Jobs,visual effects supervision,visual effects supervision,1.0,exact,accepted
Jobs,visual search optimization,visual search optimization,1.0,exact,accepted
Jobs,visual storytelling,visual storytelling,1.0,exact,accepted
Jobs,visual studio,visual studio,1.0,exact,accepted
Jobs,visualforce,visualforce,1.0,exact,accepted
Jobs,"visualization: matplotlib, seaborn","visualization: matplotlib, seaborn",1.0,exact,accepted
Jobs,vmware,vmware,1.0,exact,accepted
Jobs,voice and visual search optimization,voice and visual search optimization,1.0,exact,accepted
Jobs,voice search optimization,voice search optimization,1.0,exact,accepted
Jobs,voip,voip,1.0,exact,accepted
Jobs,vpc,vpc,1.0,exact,accepted
Jobs,vpn,vpn,1.0,exact,accepted
Jobs,vpn basics,vpn,0.8507,semantic,accepted
Jobs,vpn setup,vpn,0.83,semantic,review
Jobs,vr development,vr development,1.0,exact,accepted
Jobs,vs code,vs code,1.0,exact,accepted
Jobs,vsam,vsam,1.0,exact,accepted
Jobs,vue basics,vue.js,0.8526,semantic,accepted
Jobs,vue frameworks,vue frameworks,1.0,exact,accepted
Jobs,vue.js,vue.js,1.0,exact,accepted
Jobs,vue.js basics,vue.js,0.9089,semantic,accepted
Jobs,vuforia,vuforia,1.0,exact,accepted
OBE,vulnerability assessment,vulnerability assessment,1.0,exact,accepted
Jobs,vulnerability assessment,vulnerability assessment,1.0,exact,accepted
Jobs,vulnerability assessment basics,vulnerability assessment,0.9423,semantic,accepted
Jobs,vulnerability management,vulnerability management,1.0,exact,accepted
Jobs,vulnerability scanning,vulnerability scanning,1.0,exact,accepted
Jobs,vulnerability scanning basics,vulnerability scanning,0.9431,semantic,accepted
Course,warehouse management,warehouse management,1.0,exact,accepted
Jobs,wcag,wcag,1.0,exact,accepted
Jobs,wcag standards,wcag standards,1.0,exact,accepted
Jobs,web accessibility guidelines,web accessibility guidelines,1.0,exact,accepted
Jobs,web analytics tools,web analytics tools,1.0,exact,accepted
Jobs,web and mobile design,web and mobile design,1.0,exact,accepted
Jobs,web api,web api,1.0,exact,accepted
Jobs,web app security,web security,0.8017,semantic,review
Jobs,web app security basics,web security,0.7675,semantic,review
Jobs,web app security testing,web security testing,0.8686,semantic,accepted
Jobs,web application and network security,web security,0.7896,semantic,review
Jobs,web application security,web security,0.8723,semantic,accepted
Jobs,web application security basics,web security,0.8162,semantic,review
Jobs,web content management,content management,0.8906,semantic,accepted
Jobs,web design,web design,1.0,exact,accepted
Course,web design,web design,1.0,exact,accepted
Jobs,web design basics,web design basics,1.0,exact,accepted
Jobs,web development,web development,1.0,exact,accepted
Course,web development,web development,1.0,exact,accepted
Jobs,web development fundamentals,web development,0.907,semantic,accepted
Jobs,web frameworks (django,web frameworks (django,1.0,exact,accepted
Jobs,web performance optimization,web performance optimization,1.0,exact,accepted
Jobs,web security,web security,1.0,exact,accepted
Jobs,web security testing,web security testing,1.0,exact,accepted
Jobs,web technologies,web technologies,1.0,exact,accepted
Jobs,web3,web3,1.0,exact,accepted
Jobs,webapi,webapi,1.0,exact,accepted
Jobs,webdriver,webdriver,1.0,exact,accepted
Jobs,"webpack, babel","webpack, babel",1.0,exact,accepted
Jobs,"webpack, babel, npm, yarn","webpack, babel, npm, yarn",1.0,exact,accepted
Jobs,windows,windows,1.0,exact,accepted
Jobs,windows administration,windows administration,1.0,exact,accepted
Jobs,windows fundamentals,windows,0.9007,manual,accepted
Jobs,windows os basics,windows,0.858,manual,accepted
Jobs,windows os fundamentals,windows,0.9007,manual,accepted
Jobs,windows security,windows security,1.0,exact,accepted
Jobs,windows security and active directory,windows security and active directory,1.0,exact,accepted
Jobs,windows security and ad,windows security and ad,1.0,exact,accepted
Jobs,windows security basics,windows security,0.8982,semantic,accepted
Jobs,windows security expert,windows security expert,1.0,exact,accepted
Jobs,windows server,windows server,1.0,exact,accepted
Jobs,windows server administration,windows server administration,1.0,exact,accepted
Jobs,windows server basics,windows server basics,1.0,exact,accepted
Jobs,wireframes,wireframes,1.0,exact,accepted
Jobs,wireframing,wireframing,1.0,exact,accepted
Jobs,wireshark,wireshark,1.0,exact,accepted
Jobs,wordpress,wordpress,1.0,exact,accepted
Jobs,wordpress basics,wordpress basics,1.0,exact,accepted
Jobs,wordpress or cms proficiency,wordpress or cms proficiency,1.0,exact,accepted
Jobs,workflow automation,workflow automation,1.0,exact,accepted
Jobs,workflow awareness,workflow awareness,1.0,exact,accepted
